0^1410486065^0e357c8254095350^14.53.124.130^apply.uway.com/2014main^OasDefault/apcontents_chungwoon_2014re,apcontents_chungwoon_140805,maintop_A^winnt^msie^Other
0^1410486065^0e357c8254095350^14.53.124.130^apply.uway.com/2014main^OasDefault/apcontents_kbatv_2014re,apcontents_kbatv_140904,maintop_B^winnt^msie^Other
0^1410486065^01fb157854066ba0^1.251.21.120^apply.uway.com/2014main^OasDefault/apcontents_sewc_2014re,apcontents_sewc_140321,contents_B^winnt^msie^explorer8
0^1410486065^7888696d54124f00^120.136.105.109^apply.uway.com/2014main^OasDefault/apsky_anyang_2014re,apsky_anyang_140321.swf.html,Left^winxp^msie^explorer6
0^1410486065^0e357c8254095350^14.53.124.130^apply.uway.com/2014main^OasDefault/apcontents_yeojoo_2014re,apcontents_yeojoo_140911,maintop_D^winnt^msie^Other
0^1410486065^0e3745e55411a830^14.55.69.229^apply.uway.com/2014main^OasDefault/apsky_paekche_2014re,apsky_paekche_140410.swf.html,sky_C^winnt^mozilla^mozilla1
0^1410486065^b450b97154117840^180.80.185.113^apply.uway.com/2014main^OasDefault/apbox_chungkang_2014re,apbox_chungkang_140324.swf.html,box_E^winnt^msie^Other
0^1410486065^27772843540eaf40^39.119.40.141^apply.uway.com/2014main^OasDefault/apleft_ks_2014re,apleft_ks_140415,Left1^winxp^msie^explorer6
0^1410486065^756fb11e54112cf0^117.111.177.30^apply.uway.com/2014main^OasDefault/apsky_seoil_2014re,apsky_seoil_140818.swf.html,sky_D^winnt^msie^explorer7
0^1410486065^70855ed253aa6f30^112.133.88.17^www.uway.com/10jiwon^OasDefault/cbiz_2010,x88_20111228_10jiwon,x88^winnt^msie^Other
0^1410486065^de602f825410f510^222.96.47.130^apply.uway.com/2014main^OasDefault/apleft_smu_2014re,apleft_smu_140321,Left1^winxp^msie^explorer6
0^1410486065^b4b6425354124f30^180.182.66.83^apply.uway.com/2014main^OasDefault/apsky_bcu_2014re,apsky_bcu_140902.swf.html,sky_E^winnt^mozilla^mozilla1
0^1410486065^0e232b4154124f20^14.35.43.65^apply.uway.com/2014main^OasDefault/apleft_khu_2014re,apleft_khu_140321,Left3^winnt^msie^mozilla1
0^1410486065^27772843540eaf40^39.119.40.141^apply.uway.com/2014main^OasDefault/apcontents_sunmoon_2014re,apcontents_sunmoon_140321,contents_D^winxp^msie^explorer6
0^1410486065^b4b6425354124f30^180.182.66.83^apply.uway.com/2014main^OasDefault/apsky_yu_2014re,apsky_yu_140321.swf.html,sky_G^winnt^mozilla^mozilla1
0^1410486065^0e232b4154124f20^14.35.43.65^apply.uway.com/2014main^OasDefault/apcontents_ttc_2014re,apcontents_ttc_140321,maintop_A^winnt^msie^mozilla1
0^1410486065^0e36372254115660^14.54.55.34^apply.uway.com/2014main^OasDefault/apbottom_airtec_2014re,apbottom_airtec_140321,Bottom2^winnt^msie^Other
0^1410486065^de602f825410f510^222.96.47.130^apply.uway.com/2014main^OasDefault/apcontents_sewc_2014re,apcontents_sewc_140321,contents_B^winxp^msie^explorer6
n^1410486065^d32b814b54124f30^211.43.129.75^apply.uway.com/2014main^OasDefault/apsky_kmu_2014re,apsky_kmu_140514.swf.html,sky_G^macintosh^safari^Other
0^1410486065^b4503bc254124f20^180.80.59.194^apply.uway.com/2014main^OasDefault/apbox_deachungse_2014re,apbox_deachungse_140827.swf.html,box_F^winnt^mozilla^mozilla1
